week_ending_date,state,avg_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,sum_adm_all_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2023-11-04,NE,16.71,-9.30,117.00,6.05,32255.00,70.43,1.52,-0.07,2.19,0.55
2023-11-11,NE,23.29,39.32,163.00,8.43,32418.00,97.43,2.07,0.54,2.34,0.15
2023-11-18,NE,20.86,-10.43,146.00,7.55,32564.00,109.57,2.34,0.27,2.72,0.38
2023-11-25,NE,23.86,14.38,167.00,8.63,32731.00,121.71,2.61,0.27,3.74,1.02
2023-12-02,NE,26.14,9.58,183.00,9.46,32914.00,146.43,3.15,0.54,3.53,-0.21
2023-12-09,NE,26.86,2.73,188.00,9.72,33102.00,150.57,3.22,0.07,4.14,0.61
2023-12-16,NE,35.00,30.32,245.00,12.67,33347.00,156.71,3.28,0.06,4.18,0.04
2023-12-23,NE,34.86,-0.41,244.00,12.61,33591.00,172.29,3.60,0.32,3.40,-0.78
2023-12-30,NE,31.86,-8.61,223.00,11.53,33814.00,200.57,4.24,0.63,3.81,0.41
2024-01-06,NE,32.00,0.45,224.00,11.58,34038.00,196.43,4.15,-0.09,4.91,1.10
2024-01-13,NE,24.86,-22.32,174.00,9.00,34212.00,186.71,3.97,-0.17,3.58,-1.34
2020-08-08,NH,1.86,-58.06,13.00,0.96,18.00,21.71,0.77,0.07,3.44,0.71
2020-08-15,NH,1.86,0.00,13.00,0.96,31.00,15.86,0.55,-0.21,2.09,-1.35
2020-08-22,NH,25.86,1292.31,181.00,13.31,212.00,12.57,0.44,-0.11,1.48,-0.61
2020-08-29,NH,30.00,16.02,210.00,15.44,422.00,8.57,0.29,-0.14,0.74,-0.74
2020-09-05,NH,22.14,-26.19,155.00,11.40,577.00,9.43,0.33,0.03,0.86,0.12
2020-09-12,NH,1.14,-94.84,8.00,0.59,585.00,7.86,0.27,-0.06,0.70,-0.17
2020-09-19,NH,1.00,-12.50,7.00,0.51,592.00,7.43,0.25,-0.02,0.41,-0.29
2020-09-26,NH,3.00,200.00,21.00,1.54,613.00,14.86,0.51,0.26,1.07,0.66
2020-10-03,NH,3.00,0.00,21.00,1.54,634.00,18.00,0.62,0.11,2.06,0.99
2020-10-10,NH,2.43,-19.05,17.00,1.25,651.00,19.57,0.68,0.05,2.71,0.65
2020-10-17,NH,3.29,35.29,23.00,1.69,674.00,16.57,0.57,-0.11,1.72,-0.98
2020-10-24,NH,2.14,-34.78,15.00,1.10,689.00,15.71,0.54,-0.03,1.80,0.08
2020-10-31,NH,4.43,106.67,31.00,2.28,720.00,26.86,0.94,0.39,3.15,1.35
2020-11-07,NH,4.86,9.68,34.00,2.50,754.00,38.71,1.33,0.39,2.62,-0.53
2020-11-14,NH,9.57,97.06,67.00,4.93,821.00,59.43,2.04,0.71,4.21,1.60
2020-11-21,NH,12.43,29.85,87.00,6.40,908.00,81.57,2.91,0.87,6.54,2.33
2020-11-28,NH,18.43,48.28,129.00,9.49,1037.00,111.71,4.03,1.12,8.79,2.25
2020-12-05,NH,25.29,37.21,177.00,13.02,1214.00,135.71,4.90,0.87,7.61,-1.18
2020-12-12,NH,42.00,66.10,294.00,21.62,1508.00,200.86,7.25,2.35,12.94,5.33
2020-12-19,NH,36.43,-13.27,255.00,18.75,1763.00,248.43,8.97,1.71,14.96,2.02
2020-12-26,NH,39.00,7.06,273.00,20.08,2036.00,265.29,9.57,0.61,16.19,1.23
2021-01-02,NH,42.43,8.79,297.00,21.84,2333.00,282.86,10.20,0.63,15.02,-1.17
2021-01-09,NH,37.43,-11.78,262.00,19.27,2595.00,269.29,9.71,-0.49,16.29,1.27
2021-01-16,NH,32.86,-12.21,230.00,16.92,2825.00,234.86,8.47,-1.24,13.13,-3.16
2021-01-23,NH,26.43,-19.57,185.00,13.61,3010.00,203.29,7.31,-1.16,13.47,0.35
2021-01-30,NH,20.43,-22.70,143.00,10.52,3153.00,180.29,6.49,-0.83,14.60,1.13
2021-02-06,NH,18.71,-8.39,131.00,9.63,3284.00,163.14,5.87,-0.61,12.36,-2.24
2021-02-13,NH,13.14,-29.77,92.00,6.77,3376.00,117.00,4.21,-1.66,9.33,-3.02
2021-02-20,NH,11.57,-11.96,81.00,5.96,3457.00,96.86,3.48,-0.73,5.86,-3.48
2021-02-27,NH,11.71,1.23,82.00,6.03,3539.00,82.86,2.98,-0.50,5.53,-0.33
2021-03-06,NH,11.00,-6.10,77.00,5.66,3616.00,77.57,2.79,-0.19,5.16,-0.37
2021-03-13,NH,11.43,3.90,80.00,5.88,3696.00,68.43,2.46,-0.33,4.13,-1.03
2021-03-20,NH,11.14,-2.50,78.00,5.74,3774.00,66.71,2.40,-0.06,4.50,0.36
2021-03-27,NH,11.43,2.56,80.00,5.88,3854.00,71.43,2.57,0.17,4.75,0.25
2021-04-03,NH,12.29,7.50,86.00,6.32,3940.00,76.86,2.76,0.19,4.17,-0.58
2021-04-10,NH,15.57,26.74,109.00,8.02,4049.00,94.14,3.38,0.62,5.81,1.65
2021-04-17,NH,19.86,27.52,139.00,10.22,4188.00,120.00,4.31,0.93,7.12,1.31
2021-04-24,NH,16.29,-17.99,114.00,8.38,4302.00,106.86,3.84,-0.47,7.20,0.08
2021-05-01,NH,11.00,-32.46,77.00,5.66,4379.00,81.57,2.94,-0.90,6.30,-0.90
2021-05-08,NH,13.00,18.18,91.00,6.69,4470.00,75.14,2.71,-0.23,5.09,-1.22
2021-05-15,NH,7.71,-40.66,54.00,3.97,4524.00,57.29,2.06,-0.64,5.04,-0.05
2021-05-22,NH,9.43,22.22,66.00,4.85,4590.00,50.00,1.80,-0.26,3.93,-1.11
2021-05-29,NH,7.14,-24.24,50.00,3.68,4640.00,47.29,1.70,-0.10,3.72,-0.20
2021-06-05,NH,4.00,-44.00,28.00,2.06,4668.00,23.71,0.85,-0.85,1.84,-1.88
2021-06-12,NH,3.29,-17.86,23.00,1.69,4691.00,23.29,0.84,-0.01,0.82,-1.02
2021-06-19,NH,2.43,-26.09,17.00,1.25,4708.00,15.71,0.57,-0.27,1.10,0.28
2021-06-26,NH,1.43,-41.18,10.00,0.74,4718.00,14.14,0.51,-0.06,0.61,-0.49
2021-07-03,NH,1.57,10.00,11.00,0.81,4729.00,11.71,0.42,-0.09,0.49,-0.12
2021-07-10,NH,2.86,81.82,20.00,1.47,4749.00,14.86,0.53,0.11,1.18,0.69
2021-07-17,NH,2.71,-5.00,19.00,1.40,4768.00,14.00,0.50,-0.03,1.14,-0.04
2021-07-24,NH,4.43,63.16,31.00,2.28,4799.00,21.71,0.78,0.28,2.32,1.17
2021-07-31,NH,4.00,-9.68,28.00,2.06,4827.00,25.43,0.91,0.13,2.28,-0.04
2021-08-07,NH,5.43,35.71,38.00,2.79,4865.00,35.14,1.26,0.35,2.84,0.57
2021-08-14,NH,10.00,84.21,70.00,5.15,4935.00,53.14,1.92,0.66,4.99,2.15
2021-08-21,NH,14.57,45.71,102.00,7.50,5037.00,77.29,2.85,0.92,7.90,2.91
2021-08-28,NH,22.14,51.96,155.00,11.40,5192.00,104.57,3.87,1.02,8.80,0.91
2021-09-04,NH,18.86,-14.84,132.00,9.71,5324.00,112.71,4.16,0.29,10.83,2.02
2021-09-11,NH,19.57,3.79,137.00,10.08,5461.00,136.00,5.03,0.88,10.94,0.11
2021-09-18,NH,15.57,-20.44,109.00,8.02,5570.00,125.57,4.71,-0.33,11.04,0.10
2021-09-25,NH,18.00,15.60,126.00,9.27,5696.00,131.14,4.95,0.25,11.57,0.53
2021-10-02,NH,18.71,3.97,131.00,9.63,5827.00,133.57,5.05,0.10,14.30,2.73
2021-10-09,NH,16.43,-12.21,115.00,8.46,5942.00,122.57,4.62,-0.43,15.90,1.60
2021-10-16,NH,19.86,20.87,139.00,10.22,6081.00,140.14,5.29,0.67,16.51,0.61
2021-10-23,NH,26.71,34.53,187.00,13.75,6268.00,194.57,7.35,2.07,16.84,0.33
2021-10-30,NH,23.14,-13.37,162.00,11.91,6430.00,189.14,7.13,-0.22,14.46,-2.37
2021-11-06,NH,28.14,21.60,197.00,14.49,6627.00,189.86,7.14,0.00,14.22,-0.24
2021-11-13,NH,33.43,18.78,234.00,17.21,6861.00,229.43,8.63,1.49,16.05,1.83
2021-11-20,NH,36.14,8.12,253.00,18.61,7114.00,288.43,10.88,2.25,17.56,1.52
2021-11-27,NH,45.00,24.51,315.00,23.17,7429.00,326.14,12.36,1.49,23.22,5.66
2021-12-04,NH,50.43,12.06,353.00,25.96,7782.00,371.71,14.02,1.65,29.74,6.52
2021-12-11,NH,54.43,7.93,381.00,28.02,8163.00,431.29,16.24,2.23,34.44,4.70
2021-12-18,NH,50.43,-7.35,353.00,25.96,8516.00,446.57,16.81,0.57,35.71,1.27
2021-12-25,NH,43.29,-14.16,303.00,22.28,8819.00,404.29,15.42,-1.39,36.92,1.21
2022-01-01,NH,44.14,1.98,309.00,22.73,9128.00,377.86,14.54,-0.88,31.73,-5.19
2022-01-08,NH,45.57,3.24,319.00,23.46,9447.00,365.43,13.99,-0.55,26.53,-5.20
2022-01-15,NH,60.71,33.23,425.00,31.26,9872.00,389.00,14.92,0.92,26.11,-0.42
2022-01-22,NH,57.43,-5.41,402.00,29.57,10274.00,392.00,15.09,0.17,23.07,-3.04
2022-01-29,NH,51.57,-10.20,361.00,26.55,10635.00,366.57,14.10,-0.99,18.07,-5.00
2022-02-05,NH,37.29,-27.70,261.00,19.20,10896.00,265.00,10.25,-3.85,14.80,-3.26
2022-02-12,NH,31.00,-16.86,217.00,15.96,11113.00,179.57,6.94,-3.31,8.34,-6.47
2022-02-19,NH,20.43,-34.10,143.00,10.52,11256.00,128.14,4.92,-2.02,6.59,-1.75
2022-02-26,NH,15.00,-26.57,105.00,7.72,11361.00,98.71,3.78,-1.15,5.70,-0.89
2022-03-05,NH,10.00,-33.33,70.00,5.15,11431.00,77.86,2.99,-0.78,3.46,-2.24
2022-03-12,NH,8.86,-11.43,62.00,4.56,11493.00,52.43,2.01,-0.98,3.41,-0.05
2022-03-19,NH,8.71,-1.61,61.00,4.49,11554.00,39.43,1.51,-0.50,1.65,-1.76
2022-03-26,NH,4.86,-44.26,34.00,2.50,11588.00,25.14,0.96,-0.55,1.04,-0.61
2022-04-02,NH,6.43,32.35,45.00,3.31,11633.00,27.43,1.05,0.08,1.28,0.24
2022-04-09,NH,9.29,44.44,65.00,4.78,11698.00,30.29,1.16,0.11,1.27,-0.01
2022-04-16,NH,11.71,26.15,82.00,6.03,11780.00,40.43,1.55,0.39,2.38,1.11
2022-04-23,NH,12.14,3.66,85.00,6.25,11865.00,58.43,2.24,0.69,3.64,1.26
2022-04-30,NH,12.14,0.00,85.00,6.25,11950.00,75.57,2.90,0.66,3.75,0.11
2022-05-07,NH,15.71,29.41,110.00,8.09,12060.00,91.14,3.51,0.61,3.82,0.07
2022-05-14,NH,20.00,27.27,140.00,10.30,12200.00,103.43,3.98,0.47,4.12,0.31
2022-05-21,NH,23.00,15.00,161.00,11.84,12361.00,110.86,4.26,0.28,5.61,1.48
2022-05-28,NH,23.43,1.86,164.00,12.06,12525.00,113.00,4.34,0.08,3.72,-1.89
2022-06-04,NH,16.00,-31.71,112.00,8.24,12637.00,88.71,3.41,-0.93,3.99,0.27
2022-06-11,NH,15.14,-5.36,106.00,7.80,12743.00,84.00,3.23,-0.18,5.35,1.36
2022-06-18,NH,16.14,6.60,113.00,8.31,12856.00,98.29,3.79,0.56,3.97,-1.38
2022-06-25,NH,14.14,-12.39,99.00,7.28,12955.00,84.29,3.25,-0.54,2.92,-1.05
2022-07-02,NH,13.00,-8.08,91.00,6.69,13046.00,71.57,2.77,-0.49,2.59,-0.33
2022-07-09,NH,12.86,-1.10,90.00,6.62,13136.00,82.43,3.18,0.42,2.56,-0.03
2022-07-16,NH,14.43,12.22,101.00,7.43,13237.00,83.57,3.23,0.05,4.06,1.50
2022-07-23,NH,18.43,27.72,129.00,9.49,13366.00,93.71,3.61,0.38,3.64,-0.42
2022-07-30,NH,12.57,-31.78,88.00,6.47,13454.00,73.14,2.84,-0.78,2.58,-1.06
2022-08-06,NH,15.86,26.14,111.00,8.16,13565.00,73.14,2.82,-0.01,2.84,0.26
2022-08-13,NH,14.29,-9.91,100.00,7.35,13665.00,85.43,3.30,0.48,4.17,1.33
2022-08-20,NH,14.57,2.00,102.00,7.50,13767.00,73.00,2.82,-0.48,3.47,-0.70
2022-08-27,NH,18.71,28.43,131.00,9.63,13898.00,81.71,3.15,0.34,2.55,-0.91
2022-09-03,NH,16.86,-9.92,118.00,8.68,14016.00,84.43,3.26,0.10,2.45,-0.10
2022-09-10,NH,14.57,-13.56,102.00,7.50,14118.00,81.00,3.13,-0.13,3.12,0.67
2022-09-17,NH,14.43,-0.98,101.00,7.43,14219.00,81.00,3.12,-0.01,3.64,0.52
2022-09-24,NH,13.86,-3.96,97.00,7.13,14316.00,79.43,3.05,-0.07,2.90,-0.74
2022-10-01,NH,17.86,28.87,125.00,9.19,14441.00,104.86,4.03,0.98,2.59,-0.31
2022-10-08,NH,17.86,0.00,125.00,9.19,14566.00,106.00,4.08,0.05,2.22,-0.37
2022-10-15,NH,19.86,11.20,139.00,10.22,14705.00,118.86,4.57,0.49,4.68,2.46
2022-10-22,NH,23.00,15.83,161.00,11.84,14866.00,147.29,5.66,1.09,6.10,1.43
2022-10-29,NH,19.86,-13.66,139.00,10.22,15005.00,128.86,4.95,-0.70,4.66,-1.45
2022-11-05,NH,17.57,-11.51,123.00,9.05,15128.00,102.57,3.94,-1.01,3.69,-0.97
2022-11-12,NH,14.71,-16.26,103.00,7.58,15231.00,97.29,3.80,-0.15,3.36,-0.33
2022-11-19,NH,15.43,4.85,108.00,7.94,15339.00,90.71,3.61,-0.18,3.68,0.32
2022-11-26,NH,9.57,-37.96,67.00,4.93,15406.00,72.43,2.90,-0.71,3.23,-0.45
2022-12-03,NH,14.86,55.22,104.00,7.65,15510.00,78.57,3.11,0.21,2.56,-0.68
2022-12-10,NH,12.57,-15.38,88.00,6.47,15598.00,77.71,3.09,-0.02,1.81,-0.75
2022-12-17,NH,18.57,47.73,130.00,9.56,15728.00,94.14,3.74,0.65,4.39,2.58
2022-12-24,NH,19.29,3.85,135.00,9.93,15863.00,113.00,4.51,0.78,2.89,-1.50
2022-12-31,NH,24.14,25.19,169.00,12.43,16032.00,144.86,5.81,1.30,2.28,-0.61
2023-01-07,NH,22.14,-8.28,155.00,11.40,16187.00,157.57,6.28,0.47,3.27,0.99
2023-01-14,NH,23.29,5.16,163.00,11.99,16350.00,149.00,5.93,-0.36,3.65,0.38
2023-01-21,NH,18.43,-20.86,129.00,9.49,16479.00,120.43,4.82,-1.11,2.33,-1.32
2023-01-28,NH,9.29,-49.61,65.00,4.78,16544.00,75.71,3.06,-1.75,2.55,0.22
2023-02-04,NH,13.71,47.69,96.00,7.06,16640.00,75.00,3.07,0.01,3.14,0.59
2023-02-11,NH,12.29,-10.42,86.00,6.32,16726.00,71.57,3.00,-0.08,3.10,-0.04
2023-02-18,NH,13.14,6.98,92.00,6.77,16818.00,76.14,3.27,0.27,3.94,0.83
2023-02-25,NH,10.86,-17.39,76.00,5.59,16894.00,58.57,2.57,-0.69,2.75,-1.19
2023-03-04,NH,15.14,39.47,106.00,7.80,17000.00,67.14,2.97,0.39,2.69,-0.06
2023-03-11,NH,9.86,-34.91,69.00,5.07,17069.00,61.86,2.65,-0.32,2.77,0.08
2023-03-18,NH,9.29,-5.80,65.00,4.78,17134.00,40.86,1.61,-1.03,2.12,-0.65
2023-03-25,NH,7.14,-23.08,50.00,3.68,17184.00,31.14,1.23,-0.38,1.07,-1.05
2023-04-01,NH,7.14,0.00,50.00,3.68,17234.00,28.57,1.13,-0.10,1.68,0.61
2023-04-08,NH,7.71,8.00,54.00,3.97,17288.00,35.14,1.38,0.25,1.47,-0.21
2023-04-15,NH,5.71,-25.93,40.00,2.94,17328.00,27.00,1.07,-0.31,1.41,-0.06
2023-04-22,NH,7.00,22.50,49.00,3.60,17377.00,29.57,1.18,0.11,0.56,-0.85
2023-04-29,NH,7.86,12.24,55.00,4.04,17432.00,25.00,0.99,-0.18,0.45,-0.10
2023-05-06,NH,6.43,-18.18,45.00,3.31,17477.00,27.29,1.09,0.10,0.74,0.29
2023-05-13,NH,5.14,-20.00,36.00,2.65,17513.00,25.00,1.00,-0.10,1.42,0.68
2023-05-20,NH,4.86,-5.56,34.00,2.50,17547.00,25.14,1.00,0.00,1.33,-0.09
2023-05-27,NH,4.86,0.00,34.00,2.50,17581.00,21.86,0.87,-0.13,0.87,-0.47
2023-06-03,NH,4.00,-17.65,28.00,2.06,17609.00,22.29,0.89,0.02,1.36,0.50
2023-06-10,NH,4.14,3.57,29.00,2.13,17638.00,19.14,0.76,-0.13,1.13,-0.24
2023-06-17,NH,4.00,-3.45,28.00,2.06,17666.00,24.14,0.96,0.20,0.90,-0.22
2023-06-24,NH,3.57,-10.71,25.00,1.84,17691.00,22.29,0.89,-0.07,0.85,-0.05
2023-07-01,NH,4.14,16.00,29.00,2.13,17720.00,27.29,1.09,0.20,0.81,-0.04
2023-07-08,NH,5.86,41.38,41.00,3.02,17761.00,26.43,1.06,-0.03,0.96,0.15
2023-07-15,NH,3.14,-46.34,22.00,1.62,17783.00,19.29,0.78,-0.28,0.67,-0.29
2023-07-22,NH,4.00,27.27,28.00,2.06,17811.00,15.71,0.62,-0.15,0.97,0.30
2023-07-29,NH,7.86,96.43,55.00,4.04,17866.00,21.14,0.84,0.21,0.61,-0.36
2023-08-05,NH,6.57,-16.36,46.00,3.38,17912.00,26.71,1.06,0.22,0.67,0.06
2023-08-12,NH,7.71,17.39,54.00,3.97,17966.00,32.00,1.27,0.20,1.59,0.92
2023-08-19,NH,5.71,-25.93,40.00,2.94,18006.00,41.00,1.62,0.36,1.84,0.26
2023-08-26,NH,6.14,7.50,43.00,3.16,18049.00,34.57,1.37,-0.26,1.89,0.05
2023-09-02,NH,8.00,30.23,56.00,4.12,18105.00,40.57,1.61,0.25,1.58,-0.31
2023-09-09,NH,7.14,-10.71,50.00,3.68,18155.00,40.43,1.61,-0.00,1.48,-0.10
2023-09-16,NH,10.86,52.00,76.00,5.59,18231.00,45.57,1.82,0.21,1.38,-0.11
2023-09-23,NH,13.86,27.63,97.00,7.13,18328.00,64.57,2.58,0.76,1.69,0.32
2023-09-30,NH,10.86,-21.65,76.00,5.59,18404.00,66.00,2.63,0.05,1.02,-0.67
2023-10-07,NH,14.86,36.84,104.00,7.65,18508.00,74.14,2.96,0.32,1.43,0.41
2023-10-14,NH,11.71,-21.15,82.00,6.03,18590.00,73.86,2.95,-0.01,2.77,1.34
2023-10-21,NH,9.71,-17.07,68.00,5.00,18658.00,55.00,2.19,-0.76,1.95,-0.82
2023-10-28,NH,11.29,16.18,79.00,5.81,18737.00,53.00,2.12,-0.07,1.55,-0.40
2023-11-04,NH,9.57,-15.19,67.00,4.93,18804.00,44.29,1.77,-0.35,2.67,1.12
2023-11-11,NH,10.14,5.97,71.00,5.22,18875.00,45.71,1.82,0.05,2.93,0.26
2023-11-18,NH,8.43,-16.90,59.00,4.34,18934.00,48.57,2.01,0.20,1.98,-0.95
2023-11-25,NH,9.71,15.25,68.00,5.00,19002.00,56.86,2.34,0.32,1.78,-0.20
2023-12-02,NH,13.00,33.82,91.00,6.69,19093.00,77.57,3.08,0.75,2.95,1.17
2023-12-09,NH,13.29,2.20,93.00,6.84,19186.00,72.43,2.87,-0.21,3.35,0.39
2023-12-16,NH,15.43,16.13,108.00,7.94,19294.00,74.57,2.97,0.10,5.61,2.27
2023-12-23,NH,18.71,21.30,131.00,9.63,19425.00,90.57,3.61,0.65,5.11,-0.50
2023-12-30,NH,17.43,-6.87,122.00,8.97,19547.00,92.86,3.93,0.32,3.11,-2.01
2024-01-06,NH,27.00,54.92,189.00,13.90,19736.00,133.00,5.52,1.59,5.95,2.85
2024-01-13,NH,21.86,-19.05,153.00,11.25,19889.00,116.71,4.92,-0.60,4.22,-1.74
2020-08-08,NJ,9.57,-68.98,67.00,0.75,89.00,278.29,1.95,-0.30,0.56,-1.39
2020-08-15,NJ,11.57,20.90,81.00,0.91,170.00,283.57,1.68,-0.28,0.00,-0.56
2020-08-22,NJ,25.86,123.46,181.00,2.04,351.00,215.71,1.25,-0.43,0.34,0.34
2020-08-29,NJ,31.43,21.55,220.00,2.48,571.00,84.14,0.49,-0.76,2.28,1.94
2020-09-05,NJ,31.71,0.91,222.00,2.50,793.00,258.71,1.47,0.99,1.99,-0.29
2020-09-12,NJ,25.57,-19.37,179.00,2.02,972.00,231.43,1.40,-0.08,1.59,-0.39
2020-09-19,NJ,24.43,-4.47,171.00,1.93,1143.00,260.71,1.40,0.00,2.15,0.55
2020-09-26,NJ,23.86,-2.34,167.00,1.88,1310.00,239.86,1.30,-0.10,2.15,0.01
2020-10-03,NJ,37.00,55.09,259.00,2.92,1569.00,284.43,1.52,0.22,2.80,0.64
2020-10-10,NJ,58.00,56.76,406.00,4.57,1975.00,399.29,2.16,0.65,3.69,0.89
2020-10-17,NJ,69.57,19.95,487.00,5.48,2462.00,516.57,2.73,0.57,4.86,1.16
2020-10-24,NJ,89.86,29.16,629.00,7.08,3091.00,661.00,3.49,0.76,5.25,0.39
2020-10-31,NJ,106.29,18.28,744.00,8.38,3835.00,833.14,4.39,0.90,6.29,1.04
2020-11-07,NJ,146.86,38.17,1028.00,11.57,4863.00,1100.86,5.75,1.35,8.32,2.02
2020-11-14,NJ,236.71,61.19,1657.00,18.66,6520.00,1627.43,8.43,2.68,11.39,3.07
2020-11-21,NJ,318.14,34.40,2227.00,25.07,8747.00,2243.00,11.61,3.18,15.42,4.03
2020-11-28,NJ,349.14,9.74,2444.00,27.52,11191.00,2684.43,13.91,2.30,19.25,3.83
2020-12-05,NJ,404.57,15.88,2832.00,31.88,14023.00,3056.57,15.67,1.76,21.62,2.38
2020-12-12,NJ,443.57,9.64,3105.00,34.96,17128.00,3347.29,17.09,1.42,23.73,2.11
2020-12-19,NJ,411.86,-7.15,2883.00,32.46,20011.00,3489.14,17.73,0.64,25.03,1.30
2020-12-26,NJ,412.71,0.21,2889.00,32.53,22900.00,3547.71,18.08,0.35,25.60,0.57
2021-01-02,NJ,408.14,-1.11,2857.00,32.17,25757.00,3531.71,17.82,-0.26,24.14,-1.46
2021-01-09,NJ,426.57,4.52,2986.00,33.62,28743.00,3541.14,17.17,-0.65,20.62,-3.52
2021-01-16,NJ,424.14,-0.57,2969.00,33.43,31712.00,3444.14,16.44,-0.73,19.48,-1.14
2021-01-23,NJ,381.00,-10.17,2667.00,30.03,34379.00,3211.71,15.27,-1.17,18.02,-1.46
2021-01-30,NJ,342.14,-10.20,2395.00,26.96,36774.00,2969.29,14.19,-1.08,15.90,-2.12
2021-02-06,NJ,326.71,-4.51,2287.00,25.75,39061.00,2764.43,13.24,-0.95,15.17,-0.73
2021-02-13,NJ,265.00,-18.89,1855.00,20.88,40916.00,2510.00,12.01,-1.23,14.41,-0.77
2021-02-20,NJ,225.14,-15.04,1576.00,17.74,42492.00,2137.86,10.26,-1.75,12.50,-1.90
2021-02-27,NJ,231.57,2.86,1621.00,18.25,44113.00,1879.43,9.01,-1.25,10.97,-1.53
2021-03-06,NJ,225.29,-2.71,1577.00,17.75,45690.00,1764.86,8.46,-0.55,9.83,-1.14
2021-03-13,NJ,237.57,5.45,1663.00,18.72,47353.00,1773.43,8.45,-0.02,10.35,0.52
2021-03-20,NJ,255.71,7.64,1790.00,20.15,49143.00,1840.00,8.75,0.31,10.62,0.27
2021-03-27,NJ,299.00,16.93,2093.00,23.56,51236.00,2010.71,9.56,0.81,11.31,0.69
2021-04-03,NJ,310.29,3.77,2172.00,24.45,53408.00,2175.43,10.34,0.78,11.26,-0.05
2021-04-10,NJ,311.29,0.32,2179.00,24.53,55587.00,2214.57,10.51,0.17,11.71,0.44
2021-04-17,NJ,256.57,-17.58,1796.00,20.22,57383.00,2085.29,9.88,-0.63,11.62,-0.09
2021-04-24,NJ,229.86,-10.41,1609.00,18.11,58992.00,1874.71,8.88,-0.99,11.36,-0.26
2021-05-01,NJ,174.14,-24.24,1219.00,13.72,60211.00,1556.29,7.39,-1.49,9.83,-1.52
2021-05-08,NJ,142.57,-18.13,998.00,11.24,61209.00,1220.86,5.79,-1.61,8.24,-1.59
2021-05-15,NJ,100.14,-29.76,701.00,7.89,61910.00,913.43,4.33,-1.45,6.41,-1.83
2021-05-22,NJ,77.71,-22.40,544.00,6.12,62454.00,685.29,3.25,-1.08,4.79,-1.62
2021-05-29,NJ,61.57,-20.77,431.00,4.85,62885.00,542.71,2.58,-0.68,3.57,-1.21
2021-06-05,NJ,47.29,-23.20,331.00,3.73,63216.00,429.57,2.04,-0.54,2.89,-0.68
2021-06-12,NJ,39.57,-16.31,277.00,3.12,63493.00,347.57,1.65,-0.39,2.37,-0.52
2021-06-19,NJ,31.71,-19.86,222.00,2.50,63715.00,274.29,1.30,-0.35,1.94,-0.43
2021-06-26,NJ,33.57,5.86,235.00,2.65,63950.00,250.57,1.19,-0.11,1.52,-0.42
2021-07-03,NJ,30.00,-10.64,210.00,2.36,64160.00,239.86,1.15,-0.04,1.29,-0.23
2021-07-10,NJ,35.00,16.67,245.00,2.76,64405.00,247.57,1.18,0.03,1.37,0.08
2021-07-17,NJ,38.29,9.39,268.00,3.02,64673.00,259.29,1.23,0.05,1.35,-0.02
2021-07-24,NJ,50.71,32.46,355.00,4.00,65028.00,316.29,1.50,0.27,1.64,0.29
2021-07-31,NJ,65.14,28.45,456.00,5.13,65484.00,398.14,1.89,0.39,2.00,0.36
2021-08-07,NJ,88.86,36.40,622.00,7.00,66106.00,529.00,2.51,0.62,2.52,0.53
2021-08-14,NJ,109.00,22.67,763.00,8.59,66869.00,659.57,3.12,0.61,3.68,1.16
2021-08-21,NJ,135.14,23.98,946.00,10.65,67815.00,822.29,3.88,0.76,4.68,1.00
2021-08-28,NJ,141.43,4.65,990.00,11.15,68805.00,943.86,4.46,0.58,5.33,0.65
2021-09-04,NJ,141.57,0.10,991.00,11.16,69796.00,1001.57,4.73,0.27,6.03,0.70
2021-09-11,NJ,148.14,4.64,1037.00,11.68,70833.00,1065.43,5.04,0.31,6.95,0.92
2021-09-18,NJ,142.14,-4.05,995.00,11.20,71828.00,1060.43,5.01,-0.03,6.99,0.04
2021-09-25,NJ,128.57,-9.55,900.00,10.13,72728.00,1039.14,4.90,-0.10,6.89,-0.09
2021-10-02,NJ,129.57,0.78,907.00,10.21,73635.00,988.71,4.67,-0.23,6.52,-0.37
2021-10-09,NJ,110.29,-14.88,772.00,8.69,74407.00,935.29,4.42,-0.25,6.49,-0.03
2021-10-16,NJ,103.71,-5.96,726.00,8.17,75133.00,832.86,3.93,-0.49,5.77,-0.73
2021-10-23,NJ,97.29,-6.20,681.00,7.67,75814.00,810.57,3.83,-0.10,5.90,0.14
2021-10-30,NJ,82.00,-15.71,574.00,6.46,76388.00,718.14,3.39,-0.44,5.28,-0.62
2021-11-06,NJ,75.14,-8.36,526.00,5.92,76914.00,628.71,2.96,-0.42,4.52,-0.76
2021-11-13,NJ,84.86,12.93,594.00,6.69,77508.00,628.43,2.97,0.01,3.71,-0.81
2021-11-20,NJ,108.14,27.44,757.00,8.52,78265.00,706.57,3.34,0.37,4.31,0.60
2021-11-27,NJ,120.71,11.62,845.00,9.51,79110.00,813.43,3.86,0.52,4.65,0.34
