week_ending_date,state,avg_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,sum_adm_all_covid_confirmed,avg_total_patients_hospitalized_covid_confirmed,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid
2022-01-01,WI,271.29,4.57,1899.00,32.62,82625.00,1750.29,15.59,0.85,27.04,2.19
2022-01-08,WI,348.29,28.38,2438.00,41.87,85063.00,2095.71,18.38,2.79,29.79,2.75
2022-01-15,WI,380.00,9.11,2660.00,45.69,87723.00,2355.43,20.58,2.20,31.40,1.62
2022-01-22,WI,330.57,-13.01,2314.00,39.74,90037.00,2232.71,19.51,-1.07,28.76,-2.65
2022-01-29,WI,273.29,-17.33,1913.00,32.86,91950.00,1909.43,16.80,-2.71,24.04,-4.72
2022-02-05,WI,214.29,-21.59,1500.00,25.76,93450.00,1533.57,13.53,-3.26,19.48,-4.55
2022-02-12,WI,159.86,-25.40,1119.00,19.22,94569.00,1197.43,10.62,-2.91,14.78,-4.70
2022-02-19,WI,111.29,-30.38,779.00,13.38,95348.00,840.14,7.65,-2.98,10.80,-3.98
2022-02-26,WI,85.57,-23.11,599.00,10.29,95947.00,656.00,5.93,-1.72,8.17,-2.64
2022-03-05,WI,62.00,-27.55,434.00,7.45,96381.00,504.71,4.54,-1.39,5.61,-2.56
2022-03-12,WI,37.00,-40.32,259.00,4.45,96640.00,355.00,3.18,-1.35,3.95,-1.66
2022-03-19,WI,36.71,-0.77,257.00,4.41,96897.00,259.00,2.33,-0.85,3.01,-0.94
2022-03-26,WI,31.29,-14.79,219.00,3.76,97116.00,225.29,2.04,-0.29,2.62,-0.39
2022-04-02,WI,22.71,-27.40,159.00,2.73,97275.00,186.29,1.69,-0.35,2.21,-0.41
2022-04-09,WI,22.00,-3.14,154.00,2.64,97429.00,156.14,1.39,-0.30,1.84,-0.37
2022-04-16,WI,25.43,15.58,178.00,3.06,97607.00,146.43,1.32,-0.07,1.81,-0.02
2022-04-23,WI,31.57,24.16,221.00,3.80,97828.00,152.00,1.35,0.03,1.66,-0.16
2022-04-30,WI,46.71,47.96,327.00,5.62,98155.00,215.29,1.91,0.56,2.21,0.55
2022-05-07,WI,51.14,9.48,358.00,6.15,98513.00,259.00,2.35,0.44,2.63,0.42
2022-05-14,WI,68.71,34.36,481.00,8.26,98994.00,324.29,3.04,0.70,2.77,0.15
2022-05-21,WI,66.86,-2.70,468.00,8.04,99462.00,369.43,3.48,0.43,3.17,0.39
2022-05-28,WI,66.57,-0.43,466.00,8.00,99928.00,372.57,3.41,-0.06,3.19,0.02
2022-06-04,WI,66.00,-0.86,462.00,7.93,100390.00,395.86,3.66,0.25,3.43,0.23
2022-06-11,WI,69.14,4.76,484.00,8.31,100874.00,404.86,3.70,0.04,3.67,0.24
2022-06-18,WI,65.86,-4.75,461.00,7.92,101335.00,385.43,3.54,-0.17,3.46,-0.21
2022-06-25,WI,68.43,3.90,479.00,8.23,101814.00,382.14,3.54,-0.00,3.56,0.10
2022-07-02,WI,61.71,-9.81,432.00,7.42,102246.00,391.29,3.62,0.08,3.48,-0.08
2022-07-09,WI,71.71,16.20,502.00,8.62,102748.00,414.71,3.89,0.28,3.74,0.26
2022-07-16,WI,78.86,9.96,552.00,9.48,103300.00,448.00,4.14,0.24,3.84,0.09
2022-07-23,WI,87.00,10.33,609.00,10.46,103909.00,470.43,4.36,0.22,3.76,-0.08
2022-07-30,WI,87.14,0.16,610.00,10.48,104519.00,479.14,4.40,0.05,4.41,0.65
2022-08-06,WI,93.86,7.70,657.00,11.28,105176.00,532.57,4.82,0.42,4.80,0.39
2022-08-13,WI,96.29,2.59,674.00,11.58,105850.00,555.57,5.10,0.27,4.70,-0.10
2022-08-20,WI,80.71,-16.17,565.00,9.70,106415.00,513.57,4.70,-0.40,4.26,-0.44
2022-08-27,WI,83.86,3.89,587.00,10.08,107002.00,493.71,4.49,-0.22,4.68,0.42
2022-09-03,WI,81.43,-2.90,570.00,9.79,107572.00,488.14,4.42,-0.06,4.54,-0.15
2022-09-10,WI,74.43,-8.60,521.00,8.95,108093.00,468.71,4.24,-0.18,4.54,0.01
2022-09-17,WI,72.43,-2.69,507.00,8.71,108600.00,431.14,3.90,-0.34,4.33,-0.22
2022-09-24,WI,71.14,-1.78,498.00,8.55,109098.00,417.43,3.80,-0.10,3.92,-0.40
2022-10-01,WI,65.29,-8.23,457.00,7.85,109555.00,402.29,3.71,-0.09,3.78,-0.14
2022-10-08,WI,73.71,12.91,516.00,8.86,110071.00,421.14,3.87,0.16,3.36,-0.42
2022-10-15,WI,76.14,3.29,533.00,9.15,110604.00,426.00,3.97,0.11,3.62,0.26
2022-10-22,WI,73.14,-3.94,512.00,8.79,111116.00,440.71,4.20,0.23,3.82,0.20
2022-10-29,WI,82.57,12.89,578.00,9.93,111694.00,512.00,4.73,0.53,4.23,0.41
2022-11-05,WI,84.00,1.73,588.00,10.10,112282.00,509.57,4.75,0.02,4.67,0.44
2022-11-12,WI,71.71,-14.63,502.00,8.62,112784.00,497.00,4.57,-0.18,4.25,-0.42
2022-11-19,WI,63.57,-11.35,445.00,7.64,113229.00,448.57,4.09,-0.47,4.14,-0.11
2022-11-26,WI,63.43,-0.22,444.00,7.63,113673.00,447.57,4.12,0.02,4.42,0.29
2022-12-03,WI,83.14,31.08,582.00,10.00,114255.00,528.29,4.81,0.70,4.02,-0.40
2022-12-10,WI,83.43,0.34,584.00,10.03,114839.00,562.43,5.16,0.35,4.40,0.38
2022-12-17,WI,90.57,8.56,634.00,10.89,115473.00,558.00,5.21,0.05,5.26,0.85
2022-12-24,WI,89.14,-1.58,624.00,10.72,116097.00,604.86,5.71,0.50,4.97,-0.29
2022-12-31,WI,92.29,3.53,646.00,11.10,116743.00,594.43,5.72,0.01,5.33,0.36
2023-01-07,WI,83.43,-9.60,584.00,10.03,117327.00,636.43,5.80,0.08,5.36,0.03
2023-01-14,WI,71.57,-14.21,501.00,8.60,117828.00,571.00,5.22,-0.58,5.18,-0.18
2023-01-21,WI,75.00,4.79,525.00,9.02,118353.00,487.00,4.49,-0.73,4.35,-0.83
2023-01-28,WI,69.71,-7.05,488.00,8.38,118841.00,424.00,3.88,-0.61,3.52,-0.84
2023-02-04,WI,68.43,-1.84,479.00,8.23,119320.00,394.14,3.62,-0.26,2.73,-0.79
2023-02-11,WI,68.29,-0.21,478.00,8.21,119798.00,362.43,3.32,-0.30,2.17,-0.56
2023-02-18,WI,70.86,3.77,496.00,8.52,120294.00,358.00,3.27,-0.05,2.50,0.33
2023-02-25,WI,68.14,-3.83,477.00,8.19,120771.00,362.71,3.33,0.06,2.45,-0.04
2023-03-04,WI,59.57,-12.58,417.00,7.16,121188.00,353.43,3.24,-0.09,2.86,0.41
2023-03-11,WI,53.86,-9.59,377.00,6.47,121565.00,335.14,3.05,-0.19,2.56,-0.30
2023-03-18,WI,57.86,7.43,405.00,6.96,121970.00,326.00,2.97,-0.08,2.95,0.39
2023-03-25,WI,53.71,-7.16,376.00,6.46,122346.00,308.43,2.79,-0.18,2.64,-0.31
2023-04-01,WI,55.14,2.66,386.00,6.63,122732.00,320.86,2.94,0.14,2.62,-0.02
2023-04-08,WI,53.29,-3.37,373.00,6.41,123105.00,323.29,2.96,0.02,3.01,0.39
2023-04-15,WI,51.57,-3.22,361.00,6.20,123466.00,288.29,2.65,-0.30,2.57,-0.45
2023-04-22,WI,41.86,-18.84,293.00,5.03,123759.00,272.29,2.49,-0.17,2.33,-0.24
2023-04-29,WI,34.14,-18.43,239.00,4.10,123998.00,218.14,2.00,-0.49,1.85,-0.47
2023-05-06,WI,27.71,-18.83,194.00,3.33,124192.00,183.00,1.68,-0.32,1.67,-0.18
2023-05-13,WI,26.57,-4.12,186.00,3.19,124378.00,150.00,1.37,-0.30,1.32,-0.35
2023-05-20,WI,23.57,-11.29,165.00,2.83,124543.00,124.71,1.15,-0.22,1.51,0.20
2023-05-27,WI,18.43,-21.82,129.00,2.22,124672.00,112.29,1.03,-0.12,0.92,-0.60
2023-06-03,WI,17.71,-3.88,124.00,2.13,124796.00,101.14,0.93,-0.10,0.82,-0.10
2023-06-10,WI,17.00,-4.03,119.00,2.04,124915.00,99.14,0.91,-0.02,1.00,0.18
2023-06-17,WI,11.43,-32.77,80.00,1.37,124995.00,67.00,0.62,-0.29,0.74,-0.26
2023-06-24,WI,12.29,7.50,86.00,1.48,125081.00,64.00,0.59,-0.04,0.69,-0.05
2023-07-01,WI,7.43,-39.53,52.00,0.89,125133.00,48.57,0.44,-0.15,0.51,-0.18
2023-07-08,WI,9.00,21.15,63.00,1.08,125196.00,38.29,0.35,-0.09,0.28,-0.23
2023-07-15,WI,9.43,4.76,66.00,1.13,125262.00,51.14,0.47,0.12,0.33,0.06
2023-07-22,WI,11.00,16.67,77.00,1.32,125339.00,45.86,0.42,-0.05,0.29,-0.04
2023-07-29,WI,10.86,-1.30,76.00,1.31,125415.00,53.29,0.50,0.07,0.39,0.10
2023-08-05,WI,15.29,40.79,107.00,1.84,125522.00,69.43,0.64,0.15,0.66,0.26
2023-08-12,WI,20.29,32.71,142.00,2.44,125664.00,82.86,0.77,0.13,0.80,0.15
2023-08-19,WI,22.29,9.86,156.00,2.68,125820.00,105.29,0.98,0.21,1.07,0.26
2023-08-26,WI,28.00,25.64,196.00,3.37,126016.00,110.71,1.03,0.05,0.73,-0.34
2023-09-02,WI,29.00,3.57,203.00,3.49,126219.00,122.00,1.08,0.05,0.86,0.13
2023-09-09,WI,27.57,-4.93,193.00,3.31,126412.00,122.00,1.09,0.01,0.94,0.08
2023-09-16,WI,35.71,29.53,250.00,4.29,126662.00,144.71,1.29,0.20,1.06,0.12
2023-09-23,WI,46.57,30.40,326.00,5.60,126988.00,188.43,1.66,0.37,1.24,0.18
2023-09-30,WI,47.00,0.92,329.00,5.65,127317.00,203.43,1.82,0.16,1.44,0.20
2023-10-07,WI,49.43,5.17,346.00,5.94,127663.00,194.86,1.74,-0.09,1.43,-0.00
2023-10-14,WI,40.57,-17.92,284.00,4.88,127947.00,170.71,1.54,-0.20,1.14,-0.29
2023-10-21,WI,48.57,19.72,340.00,5.84,128287.00,194.57,1.77,0.23,0.96,-0.18
2023-10-28,WI,55.71,14.71,390.00,6.70,128677.00,220.71,2.00,0.23,1.62,0.67
2023-11-04,WI,47.14,-15.38,330.00,5.67,129007.00,219.43,2.01,0.01,1.78,0.16
2023-11-11,WI,58.00,23.03,406.00,6.97,129413.00,249.57,2.31,0.30,1.60,-0.18
2023-11-18,WI,67.86,17.00,475.00,8.16,129888.00,283.43,2.64,0.33,1.92,0.32
2023-11-25,WI,68.00,0.21,476.00,8.18,130364.00,360.71,3.40,0.76,2.22,0.30
2023-12-02,WI,83.14,22.27,582.00,10.00,130946.00,411.29,3.87,0.47,3.40,1.18
2023-12-09,WI,79.00,-4.98,553.00,9.50,131499.00,407.00,3.76,-0.11,2.88,-0.52
2023-12-16,WI,79.86,1.08,559.00,9.60,132058.00,425.43,3.90,0.13,2.92,0.04
2023-12-23,WI,88.86,11.27,622.00,10.68,132680.00,471.29,4.34,0.45,3.44,0.52
2023-12-30,WI,105.71,18.97,740.00,12.71,133420.00,481.43,4.52,0.18,3.85,0.41
2024-01-06,WI,105.71,0.00,740.00,12.71,134160.00,522.14,4.97,0.44,4.33,0.48
2024-01-13,WI,83.14,-21.35,582.00,10.00,134742.00,442.57,4.08,-0.89,3.03,-1.30
2020-08-08,WV,13.86,1.04,97.00,5.41,105.00,122.86,2.21,0.34,6.44,1.27
2020-08-15,WV,10.57,-23.71,74.00,4.13,179.00,134.71,2.42,0.22,6.79,0.36
2020-08-22,WV,13.29,25.68,93.00,5.19,272.00,145.14,2.53,0.11,6.73,-0.06
2020-08-29,WV,16.29,22.58,114.00,6.36,386.00,149.71,2.54,0.01,6.19,-0.54
2020-09-05,WV,13.71,-15.79,96.00,5.36,482.00,149.14,2.52,-0.02,5.94,-0.25
2020-09-12,WV,12.86,-6.25,90.00,5.02,572.00,149.14,2.53,0.01,6.64,0.69
2020-09-19,WV,17.29,34.44,121.00,6.75,693.00,168.29,2.88,0.35,7.15,0.52
2020-09-26,WV,16.57,-4.13,116.00,6.47,809.00,172.43,3.08,0.20,6.96,-0.19
2020-10-03,WV,16.86,1.72,118.00,6.58,927.00,174.29,3.11,0.02,6.93,-0.03
2020-10-10,WV,15.57,-7.63,109.00,6.08,1036.00,171.57,3.07,-0.03,7.42,0.49
2020-10-17,WV,22.86,46.79,160.00,8.93,1196.00,184.00,3.30,0.23,7.63,0.21
2020-10-24,WV,28.29,23.75,198.00,11.05,1394.00,200.57,3.59,0.29,8.04,0.41
2020-10-31,WV,28.86,2.02,202.00,11.27,1596.00,242.00,4.30,0.72,9.16,1.12
2020-11-07,WV,36.00,24.75,252.00,14.06,1848.00,287.71,5.31,1.00,10.39,1.23
2020-11-14,WV,44.00,22.22,308.00,17.19,2156.00,330.71,6.17,0.86,12.16,1.78
2020-11-21,WV,53.29,21.10,373.00,20.81,2529.00,429.57,7.99,1.82,15.48,3.31
2020-11-28,WV,68.57,28.69,480.00,26.78,3009.00,536.14,10.08,2.09,18.86,3.38
2020-12-05,WV,72.00,5.00,504.00,28.12,3513.00,641.86,12.04,1.96,20.79,1.93
2020-12-12,WV,81.00,12.50,567.00,31.64,4080.00,697.43,13.11,1.06,22.80,2.01
2020-12-19,WV,80.86,-0.18,566.00,31.58,4646.00,763.29,14.41,1.31,23.41,0.61
2020-12-26,WV,86.00,6.36,602.00,33.59,5248.00,733.43,13.86,-0.56,21.18,-2.23
2021-01-02,WV,96.71,12.46,677.00,37.78,5925.00,808.43,15.22,1.36,24.82,3.64
2021-01-09,WV,90.00,-6.94,630.00,35.15,6555.00,818.00,15.51,0.29,25.64,0.83
2021-01-16,WV,78.57,-12.70,550.00,30.69,7105.00,754.14,14.35,-1.16,23.60,-2.04
2021-01-23,WV,70.86,-9.82,496.00,27.68,7601.00,659.71,12.45,-1.89,19.92,-3.68
2021-01-30,WV,55.86,-21.17,391.00,21.82,7992.00,553.14,10.47,-1.98,17.01,-2.91
2021-02-06,WV,51.86,-7.16,363.00,20.26,8355.00,432.71,8.19,-2.28,14.66,-2.35
2021-02-13,WV,36.57,-29.48,256.00,14.28,8611.00,367.29,6.96,-1.23,11.00,-3.66
2021-02-20,WV,34.00,-7.03,238.00,13.28,8849.00,308.71,5.87,-1.08,8.91,-2.09
2021-02-27,WV,26.86,-21.01,188.00,10.49,9037.00,275.57,5.21,-0.66,8.53,-0.38
2021-03-06,WV,18.14,-32.45,127.00,7.09,9164.00,203.86,3.87,-1.35,6.59,-1.95
2021-03-13,WV,19.57,7.87,137.00,7.64,9301.00,174.57,3.34,-0.53,6.06,-0.53
2021-03-20,WV,21.00,7.30,147.00,8.20,9448.00,197.14,3.75,0.41,6.53,0.47
2021-03-27,WV,23.43,11.56,164.00,9.15,9612.00,214.71,4.07,0.32,7.28,0.75
2021-04-03,WV,31.14,32.93,218.00,12.16,9830.00,242.43,4.60,0.53,9.43,2.14
2021-04-10,WV,36.14,16.06,253.00,14.12,10083.00,270.71,5.17,0.57,9.56,0.13
2021-04-17,WV,29.71,-17.79,208.00,11.61,10291.00,248.14,4.72,-0.45,7.46,-2.10
2021-04-24,WV,33.57,12.98,235.00,13.11,10526.00,256.86,4.90,0.18,9.54,2.08
2021-05-01,WV,31.57,-5.96,221.00,12.33,10747.00,246.71,4.75,-0.15,10.17,0.62
2021-05-08,WV,34.43,9.05,241.00,13.45,10988.00,241.00,4.62,-0.12,9.69,-0.48
2021-05-15,WV,30.29,-12.03,212.00,11.83,11200.00,255.57,4.87,0.24,9.68,-0.01
2021-05-22,WV,29.57,-2.36,207.00,11.55,11407.00,221.86,4.22,-0.65,9.35,-0.33
2021-05-29,WV,24.57,-16.91,172.00,9.60,11579.00,221.86,4.20,-0.02,9.75,0.40
2021-06-05,WV,19.14,-22.09,134.00,7.48,11713.00,187.00,3.55,-0.65,7.73,-2.02
2021-06-12,WV,16.14,-15.67,113.00,6.31,11826.00,140.00,2.64,-0.91,6.07,-1.66
2021-06-19,WV,12.86,-20.35,90.00,5.02,11916.00,113.57,2.15,-0.49,4.44,-1.63
2021-06-26,WV,9.57,-25.56,67.00,3.74,11983.00,92.57,1.77,-0.39,3.52,-0.92
2021-07-03,WV,7.14,-25.37,50.00,2.79,12033.00,76.29,1.46,-0.31,2.73,-0.79
2021-07-10,WV,8.86,24.00,62.00,3.46,12095.00,70.86,1.31,-0.15,3.06,0.33
2021-07-17,WV,8.43,-4.84,59.00,3.29,12154.00,80.71,1.49,0.18,4.20,1.13
2021-07-24,WV,11.57,37.29,81.00,4.52,12235.00,92.71,1.69,0.20,4.55,0.36
2021-07-31,WV,20.71,79.01,145.00,8.09,12380.00,136.71,2.49,0.79,6.69,2.14
2021-08-07,WV,33.43,61.38,234.00,13.06,12614.00,203.29,3.67,1.19,8.08,1.39
2021-08-14,WV,42.86,28.21,300.00,16.74,12914.00,299.00,5.40,1.73,12.23,4.16
2021-08-21,WV,62.00,44.67,434.00,24.22,13348.00,418.14,7.61,2.21,15.99,3.76
2021-08-28,WV,79.43,28.11,556.00,31.02,13904.00,541.43,9.94,2.33,21.03,5.04
2021-09-04,WV,94.29,18.71,660.00,36.83,14564.00,685.43,12.53,2.59,24.56,3.53
2021-09-11,WV,92.71,-1.67,649.00,36.21,15213.00,805.71,14.81,2.28,28.59,4.04
2021-09-18,WV,107.43,15.87,752.00,41.96,15965.00,907.43,17.67,2.86,32.54,3.94
2021-09-25,WV,107.00,-0.40,749.00,41.79,16714.00,1004.29,19.67,2.01,33.28,0.74
2021-10-02,WV,97.43,-8.95,682.00,38.05,17396.00,994.57,19.54,-0.13,33.92,0.64
2021-10-09,WV,87.71,-9.97,614.00,34.26,18010.00,897.29,17.69,-1.85,30.35,-3.57
2021-10-16,WV,76.71,-12.54,537.00,29.96,18547.00,820.29,16.14,-1.55,27.94,-2.41
2021-10-23,WV,64.14,-16.39,449.00,25.05,18996.00,708.86,14.05,-2.09,24.82,-3.12
2021-10-30,WV,61.14,-4.68,428.00,23.88,19424.00,622.00,12.28,-1.77,22.69,-2.13
2021-11-06,WV,52.57,-14.02,368.00,20.53,19792.00,548.71,10.79,-1.49,21.36,-1.33
2021-11-13,WV,52.86,0.54,370.00,20.65,20162.00,510.86,10.02,-0.77,19.61,-1.75
2021-11-20,WV,54.86,3.78,384.00,21.43,20546.00,498.86,9.74,-0.28,17.83,-1.78
2021-11-27,WV,54.57,-0.52,382.00,21.32,20928.00,523.43,10.29,0.55,20.41,2.58
2021-12-04,WV,61.14,12.04,428.00,23.88,21356.00,562.00,11.20,0.91,21.45,1.04
2021-12-11,WV,74.86,22.43,524.00,29.24,21880.00,576.29,11.58,0.38,22.45,1.01
2021-12-18,WV,63.86,-14.69,447.00,24.94,22327.00,624.00,12.58,1.00,23.13,0.68
2021-12-25,WV,61.71,-3.36,432.00,24.11,22759.00,586.29,12.05,-0.53,23.59,0.46
2022-01-01,WV,84.00,36.11,588.00,32.81,23347.00,632.86,13.08,1.02,22.56,-1.03
2022-01-08,WV,93.86,11.73,657.00,36.66,24004.00,738.14,15.10,2.02,22.21,-0.34
2022-01-15,WV,110.71,17.96,775.00,43.24,24779.00,832.43,17.16,2.06,24.76,2.54
2022-01-22,WV,121.86,10.06,853.00,47.60,25632.00,931.14,19.41,2.26,25.75,0.99
2022-01-29,WV,137.86,13.13,965.00,53.85,26597.00,1041.29,21.66,2.24,27.88,2.13
2022-02-05,WV,120.14,-12.85,841.00,46.93,27438.00,1075.14,22.39,0.73,30.09,2.21
2022-02-12,WV,100.14,-16.65,701.00,39.12,28139.00,933.86,19.60,-2.79,26.66,-3.43
2022-02-19,WV,76.57,-23.54,536.00,29.91,28675.00,787.14,16.58,-3.02,23.92,-2.74
2022-02-26,WV,64.14,-16.23,449.00,25.05,29124.00,619.71,12.85,-3.73,18.33,-5.58
2022-03-05,WV,47.00,-26.73,329.00,18.36,29453.00,479.00,9.96,-2.89,14.57,-3.76
2022-03-12,WV,30.57,-34.95,214.00,11.94,29667.00,357.86,7.41,-2.55,11.26,-3.31
2022-03-19,WV,20.14,-34.11,141.00,7.87,29808.00,247.14,5.11,-2.30,8.54,-2.72
2022-03-26,WV,18.57,-7.80,130.00,7.25,29938.00,182.43,3.76,-1.36,6.35,-2.19
2022-04-02,WV,15.00,-19.23,105.00,5.86,30043.00,153.57,3.17,-0.59,5.86,-0.49
2022-04-09,WV,10.00,-33.33,70.00,3.91,30113.00,120.57,2.49,-0.68,3.71,-2.15
2022-04-16,WV,11.00,10.00,77.00,4.30,30190.00,88.71,1.80,-0.68,3.05,-0.67
2022-04-23,WV,10.29,-6.49,72.00,4.02,30262.00,77.57,1.60,-0.21,2.01,-1.04
2022-04-30,WV,14.43,40.28,101.00,5.64,30363.00,83.71,1.72,0.12,2.17,0.16
2022-05-07,WV,16.43,13.86,115.00,6.42,30478.00,98.29,2.01,0.29,2.45,0.28
2022-05-14,WV,20.14,22.61,141.00,7.87,30619.00,113.43,2.33,0.32,2.49,0.03
2022-05-21,WV,23.71,17.73,166.00,9.26,30785.00,141.29,2.94,0.61,2.40,-0.09
2022-05-28,WV,25.86,9.04,181.00,10.10,30966.00,146.71,3.05,0.11,3.36,0.97
2022-06-04,WV,30.57,18.23,214.00,11.94,31180.00,170.29,3.55,0.50,3.35,-0.01
2022-06-11,WV,34.29,12.15,240.00,13.39,31420.00,204.86,4.29,0.73,5.46,2.11
2022-06-18,WV,27.00,-21.25,189.00,10.55,31609.00,207.14,4.33,0.05,4.08,-1.38
2022-06-25,WV,30.71,13.76,215.00,12.00,31824.00,196.86,4.16,-0.17,3.90,-0.17
2022-07-02,WV,35.43,15.35,248.00,13.84,32072.00,221.00,4.66,0.50,4.34,0.44
2022-07-09,WV,41.00,15.73,287.00,16.01,32359.00,246.57,5.20,0.54,5.51,1.17
2022-07-16,WV,46.29,12.89,324.00,18.08,32683.00,311.00,6.51,1.30,6.06,0.55
2022-07-23,WV,52.57,13.58,368.00,20.53,33051.00,315.71,6.58,0.08,5.77,-0.29
2022-07-30,WV,54.29,3.26,380.00,21.20,33431.00,334.14,6.96,0.38,7.19,1.42
2022-08-06,WV,55.14,1.58,386.00,21.54,33817.00,359.29,7.44,0.48,8.35,1.16
2022-08-13,WV,53.71,-2.59,376.00,20.98,34193.00,377.57,7.95,0.51,8.96,0.62
2022-08-20,WV,52.29,-2.66,366.00,20.42,34559.00,354.00,7.45,-0.50,7.70,-1.26
2022-08-27,WV,48.86,-6.56,342.00,19.08,34901.00,334.71,6.95,-0.50,7.62,-0.08
2022-09-03,WV,44.14,-9.65,309.00,17.24,35210.00,313.71,6.46,-0.49,6.92,-0.70
2022-09-10,WV,45.29,2.59,317.00,17.69,35527.00,314.43,6.53,0.07,7.09,0.16
2022-09-17,WV,45.29,0.00,317.00,17.69,35844.00,299.00,6.18,-0.35,7.49,0.40
2022-09-24,WV,35.57,-21.45,249.00,13.89,36093.00,283.43,5.84,-0.34,6.39,-1.09
2022-10-01,WV,28.00,-21.29,196.00,10.94,36289.00,222.86,4.60,-1.25,5.35,-1.04
2022-10-08,WV,28.00,0.00,196.00,10.94,36485.00,182.43,3.79,-0.81,4.05,-1.29
2022-10-15,WV,22.43,-19.90,157.00,8.76,36642.00,180.29,3.75,-0.04,4.97,0.91
2022-10-22,WV,23.43,4.46,164.00,9.15,36806.00,160.14,3.31,-0.44,4.30,-0.67
2022-10-29,WV,21.14,-9.76,148.00,8.26,36954.00,148.00,3.07,-0.24,3.01,-1.29
2022-11-05,WV,23.43,10.81,164.00,9.15,37118.00,154.00,3.27,0.20,3.18,0.16
2022-11-12,WV,19.43,-17.07,136.00,7.59,37254.00,141.57,2.99,-0.28,3.07,-0.11
2022-11-19,WV,16.43,-15.44,115.00,6.42,37369.00,135.14,2.85,-0.14,3.71,0.64
2022-11-26,WV,17.86,8.70,125.00,6.97,37494.00,123.57,2.65,-0.19,3.00,-0.71
2022-12-03,WV,23.29,30.40,163.00,9.10,37657.00,158.57,3.32,0.67,3.85,0.85
2022-12-10,WV,23.71,1.84,166.00,9.26,37823.00,175.00,3.64,0.32,3.50,-0.34
2022-12-17,WV,27.29,15.06,191.00,10.66,38014.00,187.43,3.92,0.28,4.32,0.82
2022-12-24,WV,37.29,36.65,261.00,14.56,38275.00,214.86,4.53,0.61,4.84,0.51
2022-12-31,WV,49.71,33.33,348.00,19.42,38623.00,284.29,6.21,1.68,7.50,2.66
2023-01-07,WV,44.57,-10.34,312.00,17.41,38935.00,327.14,6.96,0.75,8.41,0.92
2023-01-14,WV,38.86,-12.82,272.00,15.18,39207.00,304.29,6.31,-0.65,8.41,-0.00
2023-01-21,WV,33.57,-13.60,235.00,13.11,39442.00,270.00,5.63,-0.68,6.53,-1.89
2023-01-28,WV,28.57,-14.89,200.00,11.16,39642.00,243.14,5.05,-0.58,5.55,-0.98
2023-02-04,WV,31.86,11.50,223.00,12.44,39865.00,242.71,5.01,-0.04,5.59,0.04
2023-02-11,WV,28.14,-11.66,197.00,10.99,40062.00,221.43,4.57,-0.44,4.76,-0.83
2023-02-18,WV,26.29,-6.60,184.00,10.27,40246.00,197.71,4.09,-0.49,4.59,-0.17
2023-02-25,WV,27.71,5.43,194.00,10.83,40440.00,196.43,4.02,-0.07,4.44,-0.15
2023-03-04,WV,27.86,0.52,195.00,10.88,40635.00,194.14,3.98,-0.04,3.74,-0.70
2023-03-11,WV,21.14,-24.10,148.00,8.26,40783.00,174.57,3.57,-0.42,4.47,0.73
2023-03-18,WV,19.43,-8.11,136.00,7.59,40919.00,150.86,3.08,-0.48,4.06,-0.41
2023-03-25,WV,17.86,-8.09,125.00,6.97,41044.00,142.43,2.91,-0.17,3.35,-0.71
2023-04-01,WV,16.14,-9.60,113.00,6.31,41157.00,123.14,2.53,-0.38,2.58,-0.76
2023-04-08,WV,14.29,-11.50,100.00,5.58,41257.00,103.71,2.13,-0.40,2.52,-0.07
2023-04-15,WV,12.29,-14.00,86.00,4.80,41343.00,86.71,1.80,-0.33,2.92,0.40
2023-04-22,WV,8.43,-31.40,59.00,3.29,41402.00,63.00,1.29,-0.51,2.30,-0.62
2023-04-29,WV,6.29,-25.42,44.00,2.46,41446.00,57.43,1.18,-0.11,1.19,-1.11
2023-05-06,WV,7.86,25.00,55.00,3.07,41501.00,65.14,1.33,0.15,1.80,0.61
2023-05-13,WV,5.00,-36.36,35.00,1.95,41536.00,49.86,1.02,-0.31,1.35,-0.46
2023-05-20,WV,4.57,-8.57,32.00,1.79,41568.00,31.00,0.64,-0.38,0.43,-0.92
2023-05-27,WV,5.00,9.38,35.00,1.95,41603.00,38.71,0.80,0.16,0.63,0.20
2023-06-03,WV,4.71,-5.71,33.00,1.84,41636.00,42.71,0.89,0.09,1.05,0.43
2023-06-10,WV,2.86,-39.39,20.00,1.12,41656.00,26.71,0.56,-0.33,0.20,-0.85
2023-06-17,WV,4.00,40.00,28.00,1.56,41684.00,23.14,0.49,-0.07,0.04,-0.16
2023-06-24,WV,4.00,0.00,28.00,1.56,41712.00,17.86,0.37,-0.12,0.13,0.09
2023-07-01,WV,3.57,-10.71,25.00,1.39,41737.00,26.29,0.54,0.17,0.61,0.47
2023-07-08,WV,3.14,-12.00,22.00,1.23,41759.00,21.14,0.44,-0.10,0.42,-0.18
2023-07-15,WV,2.71,-13.64,19.00,1.06,41778.00,20.14,0.42,-0.03,0.47,0.05
